rep,n_loans,central_trapped_b,central_share_pct,null_trapped_b,null_share_pct,marginal_b,marginal_pp
73,76762,764.6128199484233,99.98229047615261,718.2734198534372,93.92285851279621,46.339400094986104,6.059431963356403
74,73061,771.3785503960094,100.86699082284511,732.5628908183958,95.79137810793641,38.81565957761359,5.075612714908701
75,75655,769.8773110921264,100.67068579075689,723.7756034350177,94.64233496251596,46.101707657108705,6.0283508282409315
76,81789,764.0370486496319,99.90700147792802,719.3415400742533,94.06252803362413,44.69550857537854,5.844473444303887
77,68389,768.8759201352241,100.53974192096938,721.5844230074077,94.35581185921023,47.29149712781634,6.183930061759142
78,82668,769.3064771836496,100.59604241549303,730.9509505751764,95.5805976012237,38.355526608473156,5.01544481426933
79,72475,764.7820367022244,100.00441759485972,721.6715231612285,94.3672012482613,43.11051354099595,5.6372163465984215
80,70090,757.882768720507,99.10225561506527,701.6899833105615,91.75437542401608,56.192785409945486,7.3478801910491995
81,70805,771.6692513110681,100.90500345168523,732.9350058020841,95.84003660203825,38.73424550898403,5.064966849646979
82,85596,769.513202622096,100.6230742442779,723.9886169822717,94.67018903689355,45.524585639824295,5.952885207384355
83,67200,766.954343487624,100.28847274323638,723.4338387240871,94.59764513034041,43.520504763536906,5.690827612895973
84,55694,770.6570785887944,100.77264973685054,732.4592335765988,95.77782368118746,38.19784501219567,4.994826055663083
85,85386,768.1462058112261,100.4443230271147,723.559591911817,94.61408886685109,44.58661389940903,5.830234160263615
86,64252,767.6944783357383,100.38525424551446,720.0654758272499,94.15719131006131,47.629002508488384,6.228062935453153
87,78295,767.7932356130152,100.39816794317389,722.1933405898686,94.43543513129944,45.59989502314659,5.962732811874446
88,94581,766.4584121492596,100.22362377675958,722.061708101249,94.41822260573107,44.39670404801063,5.805401171028507
89,93275,766.4740347756397,100.22566662240378,722.7548424003575,94.5088582229015,43.719192375282205,5.716808399502284
90,94635,768.9375225075346,100.54779716948428,726.3054770808079,94.97314626350673,42.63204542672668,5.574650905977549
91,76480,772.8128276909661,101.05453976969298,735.0978002080026,96.12284789278712,37.71502748296348,4.931691876905859
92,78657,765.3525368250586,100.0790173236502,718.765949001275,93.98726260208471,46.58658782378359,6.0917547215654935
93,69952,764.5990071633113,99.98048428894607,719.1203968804724,94.03361091052527,45.47861028283887,5.946873378420804
94,72904,769.4131697548927,100.60999374794702,736.6783240681085,96.32952033086664,32.73484568678418,4.280473417080373
95,78390,760.8026219139665,99.48406141601414,716.2370558451313,93.65657951186688,44.56556606883521,5.8274819041472625
96,74455,768.4058750163892,100.47827788795536,726.3626848668637,94.98062686719751,42.04319014952557,5.497651020757843
97,70315,766.1203864022231,100.17942285892654,724.4231153043069,94.72700490017982,41.6972710979162,5.452417958746722
98,87439,764.114672531071,99.91715173078732,724.117871663177,94.68709063560405,39.99680086789408,5.230061095183274
99,84874,768.3424398563516,100.46998298047825,727.2003066134257,95.09015594987697,41.142133242925865,5.379827030601277
100,71240,764.9775831029079,100.02998763047073,713.0490189294553,93.23970547492186,51.92856417345263,6.790282155548866
101,84317,764.9280546461489,100.02351119112609,722.5728577236636,94.4850615452462,42.355196922485334,5.5384496458798935
102,81896,765.9602388621859,100.1584816486181,723.1900978096307,94.56577308441823,42.77014105255512,5.5927085641998815
103,74110,766.2991191231536,100.20279430438943,727.0160543798072,95.06606276197599,39.28306474334636,5.136731542413443
104,81309,769.0101980052509,100.55730036186294,728.4044837939393,95.24761654889622,40.60571421131158,5.309683812966725
105,60616,762.9407856803273,99.76365195543028,715.4295353647485,93.55098653051913,47.51125031557876,6.212665424911151
106,80474,769.7204781286508,100.65017800106078,722.6062499944451,94.48942798487398,47.114228134205746,6.160750016186796
107,97183,768.4865446615449,100.4888264109256,725.5010949737792,94.86796366208999,42.98544968776571,5.620862748835606
108,61404,761.4382465045376,99.56717694951064,720.8540967569362,94.26031294863492,40.58414974760137,5.30686400087572
109,67962,770.6176995175335,100.76750045130527,727.4296830714721,95.12014967095837,43.1880164460614,5.647350780346898
110,83902,769.8796994244917,100.67099809383902,730.056780120544,95.46367409719943,39.82291930394774,5.2073239966395874
111,83548,762.4272879598979,99.69650597395658,713.8526463807249,93.34478939605316,48.574641579172976,6.351716577903417
112,79929,767.1818178645871,100.31821774441872,725.7484444668053,94.9003075729108,41.43337339778179,5.417910171507913
113,54165,765.99386754497,100.16287900194878,728.0784596262756,95.20498498141112,37.91540791869443,4.957894020537665
114,74787,761.1754936161948,99.53281886013474,713.4434430975065,93.2912811622659,47.73205051868831,6.241537697868836
115,76016,763.9298591013953,99.89298515977563,714.5376164657101,93.43435744437478,49.39224263568519,6.458627715400851
116,80371,768.6176933003669,100.50597566733374,727.8466086313374,95.17466768497256,40.771084669029506,5.3313079823611815
117,102149,768.2028396653021,100.45172858232027,726.4702938399124,94.99469803017112,41.73254582538971,5.457030552149149
118,78903,763.9827460775779,99.89990076578842,719.2952142953751,94.05647038279812,44.68753178220277,5.843430382990292
119,72346,763.9880954855486,99.90060026499593,718.9747906120601,94.01457114576624,45.01330487348844,5.88602911922969
120,69891,766.5215315113944,100.23187738987589,727.8326246869799,95.17283911664323,38.68890682441452,5.059038273232659
121,57124,757.3142411171026,99.02791381683186,709.6163227944432,92.79083931268528,47.69791832265935,6.237074504146577
122,73820,760.8356806922197,99.48838424749678,712.9718491942627,93.22961460712747,47.863831497956994,6.258769640369309
