leg,convention,irls_prestep,start_id,kind,sigma_rung,seed,converged,optimizer_converged,objective_finite,irls_converged,irls_iterations,eta_max,eta_min,max_abs_macro,failure,fit_error,optimizer_warning,fit_method,rate_gap_bps,burnout_orth,friction,penalized_objective,on_production_branch,l2_distance_to_production,l2_macro_distance_to_production
prod_warm,ddof0,True,20,dispersed,0.5,1018.0,True,False,True,False,100.0,23.736895927865703,-5730036.296590651,1.5314603959605968,,,divide by zero encountered in log; invalid value encountered in multiply; divide by zero encountered in divide; overflow encountered in divide; invalid value encountered in divide; divide by zero encountered in log; invalid value encountered in multiply; divide by zero encountered in divide; overflow encountered in divide; invalid value encountered in divide; divide by zero encountered in log; inv,"ridge(alpha=0.0001, warm_start)",1.5314603959605968,-0.20218905292941192,1.530646810598242,19752183836372.59,False,1034.244912993485,1.7743120783834532
prod_warm,ddof0,True,21,dispersed,0.5,1019.0,False,False,False,False,,5729920.18089072,6.433532706647351,0.4456706570793344,objective: exp overflow: max eta 5.73e+06 > 700,"IRLS prestep raised: ValueError('NaN, inf or invalid value detected in weights, estimation infeasible.')",overflow encountered in exp; divide by zero encountered in divide; invalid value encountered in divide; invalid value encountered in multiply; divide by zero encountered in divide; invalid value encountered in multiply; overflow encountered in exp; invalid value encountered in multiply; invalid value encountered in subtract; overflow encountered in exp; overflow encountered in divide; invalid valu,"ridge(alpha=0.0001, warm_start)",0.4456706570793344,-0.15906211391582842,-0.2515757565138132,,False,1034.2081178422236,0.316839093436528
prod_warm,ddof0,True,22,dispersed,0.5,1020.0,False,False,False,False,,1.349645580017806e+172,-4.1580805689059896e+162,5.079729225822344e+164,"IRLS prestep raised: ValueError('NaN, inf or invalid value detected in weights, estimation infeasible.')","IRLS prestep raised: ValueError('NaN, inf or invalid value detected in weights, estimation infeasible.')",overflow encountered in exp; divide by zero encountered in divide; invalid value encountered in divide; invalid value encountered in multiply; divide by zero encountered in divide; invalid value encountered in multiply; invalid value encountered in scalar divide; overflow encountered in exp; divide by zero encountered in log; invalid value encountered in multiply; invalid value encountered in subt,"ridge(alpha=0.0001, warm_start)",-3.806802998394894e+164,1.866365377588735e+163,-5.079729225822344e+164,,False,inf,inf
prod_warm,ddof0,True,23,dispersed,0.5,1021.0,False,False,False,False,,1.6711380978300082e+218,-4.042639370727025e+209,6.288491120295935e+210,"IRLS prestep raised: ValueError('NaN, inf or invalid value detected in weights, estimation infeasible.')","IRLS prestep raised: ValueError('NaN, inf or invalid value detected in weights, estimation infeasible.')",overflow encountered in exp; divide by zero encountered in divide; invalid value encountered in divide; invalid value encountered in multiply; divide by zero encountered in divide; invalid value encountered in multiply; invalid value encountered in scalar divide; overflow encountered in exp; divide by zero encountered in log; invalid value encountered in multiply; invalid value encountered in subt,"ridge(alpha=0.0001, warm_start)",-5.0693365832923193e+210,5.9521370412461705e+209,-6.288491120295935e+210,,False,inf,inf
prod_warm,ddof0,True,24,dispersed,0.5,1022.0,True,False,True,False,100.0,24.036999926643787,-5730350.215613532,0.8941139582625316,,,divide by zero encountered in log; invalid value encountered in multiply; divide by zero encountered in divide; overflow encountered in divide; invalid value encountered in divide; divide by zero encountered in log; invalid value encountered in multiply; divide by zero encountered in divide; overflow encountered in divide; invalid value encountered in divide; divide by zero encountered in log; inv,"ridge(alpha=0.0001, warm_start)",0.8941139582625316,-0.5078881360821399,0.10081149554018537,19702690356551.105,False,1034.2193194300494,0.43139478970827333
prod_warm,ddof0,True,25,dispersed,0.5,1023.0,False,False,False,False,,5729980.084148457,10.430665609606232,0.14885759280029007,objective: exp overflow: max eta 5.73e+06 > 700,"IRLS prestep raised: ValueError('NaN, inf or invalid value detected in weights, estimation infeasible.')",overflow encountered in exp; divide by zero encountered in divide; invalid value encountered in divide; invalid value encountered in multiply; divide by zero encountered in divide; invalid value encountered in multiply; overflow encountered in exp; invalid value encountered in multiply; invalid value encountered in subtract; overflow encountered in exp; overflow encountered in divide; invalid valu,"ridge(alpha=0.0001, warm_start)",0.10288378913169025,-0.14885759280029007,-0.1331313353814097,,False,1034.2217429022635,0.5588284205057084
prod_warm,ddof0,True,26,dispersed,1.0,1024.0,True,False,True,False,,680.8604619193738,-5.918590719681806,0.41186592754909823,,"IRLS prestep raised: ValueError('NaN, inf or invalid value detected in weights, estimation infeasible.')","divide by zero encountered in divide; overflow encountered in divide; GLM ridge optimization may have failed, |grad|=nan","ridge(alpha=0.0001, warm_start)",0.41186592754909823,-0.09410778498588301,-0.08045855099573068,4.856959246190174e+291,False,2.1381125765179565,0.257978595322253
prod_warm,ddof0,True,27,dispersed,1.0,1025.0,False,False,False,False,,5729959.134772514,-0.5293683696344686,0.28915387801813897,objective: exp overflow: max eta 5.73e+06 > 700,"IRLS prestep raised: ValueError('NaN, inf or invalid value detected in weights, estimation infeasible.')",overflow encountered in exp; divide by zero encountered in divide; invalid value encountered in divide; invalid value encountered in multiply; divide by zero encountered in divide; invalid value encountered in multiply; overflow encountered in exp; invalid value encountered in multiply; invalid value encountered in subtract; overflow encountered in exp; overflow encountered in divide; invalid valu,"ridge(alpha=0.0001, warm_start)",-0.28915387801813897,-0.2001612903118418,-0.2669099432657346,,False,1034.2516859559694,0.9718259983037089
prod_warm,ddof0,True,28,dispersed,1.0,1026.0,True,False,True,False,100.0,21.371259839193122,-5730341.238784714,6.036470008046159,,,divide by zero encountered in log; invalid value encountered in multiply; divide by zero encountered in divide; overflow encountered in divide; invalid value encountered in divide; divide by zero encountered in log; invalid value encountered in multiply; divide by zero encountered in divide; overflow encountered in divide; invalid value encountered in divide; divide by zero encountered in log; inv,"ridge(alpha=0.0001, warm_start)",1.6793168115274923,-0.6123726717123468,6.036470008046159,19697135719695.05,False,1034.2789983991565,6.146986281145611
prod_warm,ddof0,True,29,dispersed,1.0,1027.0,False,False,False,False,,5729888.87458223,8.854932030113508,0.21147568673724434,objective: exp overflow: max eta 5.73e+06 > 700,"IRLS prestep raised: ValueError('NaN, inf or invalid value detected in weights, estimation infeasible.')",overflow encountered in exp; divide by zero encountered in divide; invalid value encountered in divide; invalid value encountered in multiply; divide by zero encountered in divide; invalid value encountered in multiply; overflow encountered in exp; invalid value encountered in multiply; invalid value encountered in subtract; overflow encountered in exp; overflow encountered in divide; invalid valu,"ridge(alpha=0.0001, warm_start)",0.12540977276600115,0.1261014327408954,-0.21147568673724434,,False,1034.2128818171539,0.6341101966837552
